As of Date,Fiscal Year,Region,Borrower Country / Economy,Borrower Country / Economy Code,Project ID,Project Name,Procurement Category,Procurement Method,Project Global Practice,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country / Economy,Supplier Country / Economy Code,Supplier Contract Amount (USD),Borrower Contract Reference Number,Review type,Supplier ID
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Quality And Cost-Based Selection,Agriculture;Education,1719269,JCMA LAMU - Consultancy Services For Provision Of Technical Support On Establishment And Development Of Joint Co-Management Areas (Jcmas) In Kenya?s Nearshore Waters Of Lamu,01/05/2023,ENVASSES ENVIRONMENTAL CONSULTANTS,Kenya,KE,285481.070000,KE-MOALF-C1.2 -2021-009-QCBS,Post,403687
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P117635,Kenya Water Security and Climate Resilience Project,Consultant Services,Individual Consultant Selection,Agriculture;Water/Sanit/Waste;Industry & Trade/Ser,1719272,Consultancy services for Knowledge Management Specialist,02/10/2021,INDIVIDUAL CONSULTANT,null,null,243727.730000,KE-MOWI-189082-CS-INDV,Prior,null
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1719319,"Supply of Loose Fixtures for Wajir,LTI",02/22/2021,NASSEY CONSTRUCTION COMPANY,Kenya,KE,79780.660000,KE-MOALF-117992-CW-RFB,Post,709484
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1719324,supply and delivery of ruka devices,07/04/2022,KUZA BIASHARA LIMITED,Kenya,KE,2505.300000,KE-KISII COUNTY-276700-GO-RFQ,Post,713320
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1719325,supply and delivery of speakers,07/04/2022,FARMINGTECH SOLUTIONS,Kenya,KE,2.540000,KE-KISII COUNTY-276688-GO-RFQ,Post,713997
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1719326,supply and delivery of smartphones for county AI services,07/04/2022,FARMINGTECH SOLUTIONS,Kenya,KE,1695.630000,KE-KISII COUNTY-276686-GO-RFQ,Post,713997
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P120014,KE Electricity Modernization Project,Goods,Request for Bids,,1719327,Procurement of 10mm2 PVC Concentric Aluminium Cables Insulated  Contract No. KP1/6E.2/PT/1/22/A93,07/21/2022,LUMINO INDUSTRIES LTD.,India,IN,952023.960000,KE-KPLC-275120-GO-RFB,Post,527577
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1719331,supply and delivery of specially designed android tablet,07/04/2022,KUZA BIASHARA LIMITED,Kenya,KE,3097.920000,KE-KISII COUNTY-276697-GO-RFQ,Post,713320
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1719347,Supply and delivery of reflectors and stickers,07/12/2022,M-SHAMBA MOBILE,Kenya,KE,846.020000,KE-KISII COUNTY-276690-GO-RFQ,Post,708585
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Goods,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1719348,supply and delivery of equipment and licensing,07/12/2022,M-SHAMBA MOBILE,Kenya,KE,10152.280000,KE-KISII COUNTY-276708-GO-RFQ,Post,708585
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1719355,PROPOSED CONSTRUCTION OF DHANABALE WATER PAN (AUXILLIARY),11/04/2021,SUNSUUN,Kenya,KE,59873.470000,KE-TANA RIVER COUNTY-254872-CW-RFQ,Post,715376
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Works,Request for Quotations,Health,1719366,Proposed Renovations to Maternity wing at Mosocho Dispensary,01/26/2023,UMSTUS LABCARE LIMITED,Kenya,KE,40182.620000,KE-KISII COUNTY-269097-CW-RFQ,Post,723180
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1719371,Supply and delivery of desktop computers,06/29/2020,RAVINE AGENCIES,Kenya,KE,26150.230000,KE-MOALF-187912-GO-RFQ,Post,520460
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1719373,supply and delivery of motorised sprayers,06/19/2020,WHITE STALLION DESIGN,Kenya,KE,372355.430000,KE-MOALF-171878-GO-RFQ,Post,520385
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1719375,supply and delivery of laptops Intel core,06/29/2020,NAMWOYA ENTERPRISES,Kenya,KE,23004.690000,KE-MOALF-196128-GO-RFQ,Post,520298
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1719377,PROPOSED CONSTRUCTION DHANABALE WATER PAN(CIVIL WORKS),11/04/2021,YATHO COMPANY LIMITED,Kenya,KE,179289.290000,KE-TANA RIVER COUNTY-254863-CW-RFQ,Post,770568
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1719379,supply and delivery of Bio pesticides,06/19/2020,JANTECH EXPRESS,Kenya,KE,236389.280000,KE-MOALF-171880-GO-RFQ,Post,520542
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P153349,National Agricultural and Rural Inclusive Growth Project,Non-consulting Services,Request for Quotations,Agriculture;Public Admin;Industry & Trade/Ser,1719383,Supply and installation of soil scanners license,12/15/2022,NZALAUKA INVESTMENTS,Kenya,KE,12889.880000,KE-KLF-NARIGP-014-2022-NC-RFQ,Post,713917
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Non-consulting Services,Direct Selection,Agriculture,1719396,HIRE OF SURVEILLANCE HELICOPTER,03/30/2020,PRO FLIGHT,Kenya,KE,603448.280000,KE-MOALF-174909-NC-DIR,Post,561575
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1719404,supply and delivery of Vehicle rough Terrain Single Cab,06/19/2020,ISUZU EAST AFRICA LIMITED,Kenya,KE,884671.370000,KE-MOALF-171883-GO-DIR,Post,348919
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Non-consulting Services,Direct Selection,Agriculture,1719405,HIRE OF SURVEILLANCE HELICOPTER,03/30/2020,SKYLINK EXPRESS,Kenya,KE,948275.860000,KE-MOALF-174909-NC-DIR,Post,561582
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Non-consulting Services,Request for Quotations,Agriculture,1719436,Supply of Bulk SMS,04/01/2021,SMS GATEWAY,Kenya,KE,1403.160000,KE-MOALF-213487-NC-RFQ,Post,723811
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Consultant Services,Quality And Cost-Based Selection,Agriculture;Education,1719465,JCMA Kwale -Consultancy Services For Provision Of Technical Support On Establishment And Development Of Joint Co-Management Areas (Jcmas) In Kenya?s Nearshore Waters Of Kwale County,01/20/2023,AESA EAST AFRICA LTD,Kenya,KE,307070.650000,KE-MOALF-C1.2 -2021-012-QCBS,Post,550866
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1719489,Supply and Delivery of Anthropometric Tools,07/19/2022,BONDIE E.A ENTERPRISES,Kenya,KE,9855.700000,KE-KISII COUNTY-269742-GO-RFQ,Post,723734
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1719719,"Provision for partitioning works,Boardroom, Sound Proofing,Gypsum &Carpet",03/26/2021,MATHABU CONSTRUCTION COMPANY,Kenya,KE,52397.120000,KE-MOALF-182184-CW-RFQ,Post,725213
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P145559,Coastal Region Water Security and Climate Resilience Project,Consultant Services,Consultant Qualification  Selection,Agriculture;Water/Sanit/Waste,1719774,Consultancy services for review and update of Resettlement Action Plan  (RAP) for Mwache Dam and Ancillary Infrastructure (Mwache Check Dam and Pilot Irrigation Scheme),02/07/2023,TECH TRAINING AND RESEARCH LTD,Kenya,KE,242200.000000,KE-MOWI-8078-CS-CQS,Post,726383
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P120014,KE Electricity Modernization Project,Goods,Request for Bids,,1719799,"Procurement of RTUs, Multiplexers, Gateway and Adaptation Materials ( Transducers & Interposing Relays & Control Cables)",02/07/2023,"Nr Electric Co., Ltd.",China,CN,1712493.160000,KE-KPLC-275598-GO-RFB,Post,323076
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Bids,Agriculture,1719895,Supply of Motor vehicle,03/13/2020,ISUZU EAST AFRICA LIMITED,Kenya,KE,106942.150000,KE-MOALF-117995-GO-RFB,Post,348919
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Bids,Agriculture,1719908,"Supply,installation,Configuration and commissioning of Big data analytics system for the KCSAP",02/08/2023,COMPUTER REVOLUTIONS AFRICA GROUP,Kenya,KE,1421274.640000,KE-MOALF-95865-GO-RFB,Post,915444
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Bids,Agriculture,1719914,Supply of Motor vehicle,09/27/2020,CROWN MOTORS GROUP,Kenya,KE,44318.260000,KE-MOALF-154346-GO-RFB,Post,824338
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1719929,Supply and Delivery of Laptop Computer,07/26/2022,JATRIX TECHNOLOGIES,Kenya,KE,922.880000,KE-KISII COUNTY-269383-GO-RFQ,Post,632657
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Individual Consultant Selection,Public Admin;Social Protection;Water/Sanit/Waste,1719986,CONSULTANCY SERVICES FOR INDIVIDUAL CIVIL ENGINEERING CONSULTANT FOR WATER AND SANITATION,02/08/2023,INDIVIDUAL CONSULTANT,null,null,279446.960000,KE-MOTI-215103-CS-INDV,Prior,null
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1720042,"SUPPLY AND DELIVERY OF SEEDLINGS: GRAFTED MANGOES, GRAFTED ORANGES, GRAFTED AVOCADO FOR SUSTAINABLE VEGETABLES AND FRUITS PRODUCTION",06/20/2022,ROCK AFRICA VENTURES,Kenya,KE,72890.250000,KE-BUSIA COUNTY-281512-GO-RFQ,Post,667039
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1720060,SUPPLY AND DELIVERY OF ALL MALE TILIPIA FINGERLINGS,01/28/2020,RIBOS FISH FARM,Kenya,KE,14824.000000,KE-BUSIA COUNTY-150998-GO-RFQ,Post,493267
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1720073,"PIPING OF TWENTY (20) FISH PONDS AT THE RE - CIRCULATORY AQUACULTURE SYSTEM AQUAPARK -, BURUMBA WARD - MATAYOS SUB- COUNTY",01/21/2022,BUSIA MJINI COMPANY,Kenya,KE,7231.250000,KE-BUSIA COUNTY-263012-CW-RFQ,Post,634831
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1720079,"SUPPLY, INSTALLATION AND TESTING OF WATER TOWER, WATER TANKS AND WATER SUPPLY SYSTEMS AT ATABA CAM AREA, AMUKURA EAST WARD TESO SOUTH  SUB-COUNTY FOR SUSTAINABLE VEGETABLES AND FRUITS PRODUCTION",06/20/2022,SHENZHEN ENTERPRISES,Kenya,KE,12012.770000,KE-BUSIA COUNTY-281583-CW-RFQ,Post,666652
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1720106,"FENCING AND GATE FOR POULTRY HATCHERY AT MUDEMBI/BUJWANG?A, BUNYALA NORTH WARD, BUNYALA SUB-COUNTY ? POULTRY PARK SUB-PROJECT",02/22/2021,MALUOK AGENCIES,Kenya,KE,9124.070000,KE-BUSIA COUNTY-211057-CW-RFQ,Post,545151
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1720144,CONSTRUCTION OF POULTRY PARK HATCHERY UNIT AT ASIRIAM -TESO SOUTH WARD-TESO SOUTH SUB-COUNTY-BUSIA COUNTY,12/28/2020,YUMIL AGENCIES,Kenya,KE,67931.310000,KE-BUSIA COUNTY-200931-CW-RFQ,Post,520477
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1720383,"EXPANSION AND INSTALLATION OF IRRIGATION SYSTEM ON CHANGARA WATER PAN, TESO NORTH SUB-COUNTY ? CHANGARA SUB-PROJECT",07/08/2019,BERODI COMPANY,Kenya,KE,193873.570000,KE-BUSIA COUNTY-140900-CW-RFQ,Post,469620
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1720488,Supply and Delivery of Assorted Hospital Furniture,07/20/2022,MORACHA MEDICARE SUPPLIES LTD,Kenya,KE,25070.040000,KE-KISII COUNTY-295039-GO-RFQ,Post,725150
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1720505,Supply and Delivery of Healthcare Waste Management Items,07/19/2022,DOSHOM INVESTMENTS,Kenya,KE,20172.150000,KE-KISII COUNTY-269071-GO-RFQ,Post,723945
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P164654,Kenya Social and Economic Inclusion Project,Goods,Direct Selection,Public Admin;Health;Social Protection,1720518,"PROCUREMENT OF SEVEN UNITS HEAVY DUTY TOYOTA LAND CRUISER, HZJ76R ? RKMRS, 4X4,  10-SEATER STATION WAGON WITH ACCESSORIES ? JAPAN FOR KSEIP (HSNP) PROJECT",11/10/2022,TOYOTA KENYA LIMITED,Kenya,KE,648850.570000,KE-NDMA-312882-GO-DIR,Post,371451
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Non-consulting Services,Request for Quotations,Health,1720542,Service Level Agreement for KTTA Equipment's,02/20/2023,PREFERRED IMAGES LTD,Kenya,KE,60991.280000,KE-MOH-299841-NC-RFQ,Post,727818
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1720572,Supply and Delivery of Binocular Microscopes,07/28/2022,1.	ALLMED MEDICAL SUPPLIES LTD,Kenya,KE,4135.100000,KE-KISII COUNTY-219245-GO-RFQ,Post,513088
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1720686,SUPPLY AND DELIVERY OF ABO/RH BLOOD GROUPING REAGENTS,09/22/2022,LUED (A) CHEMICALS LTD,Kenya,KE,271500.470000,KE-MOH-306741-GO-RFQ,Post,498974
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Consultant Services,Direct Selection,Agriculture,1720842,Consultancy services technical support for the implementation of national strategic food reserve and food stock management system-Junior Consultant,06/11/2020,NDEDE ELIZAPHAN,Kenya,KE,4511.740000,KE-MOALF-140378-CS-CDS,Post,725115
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1720857,Supply and Delivery of General Office Stationaries,07/21/2022,DYNAMO INVESTMENT,Kenya,KE,8782.970000,KE-KISII COUNTY-269281-GO-RFQ,Post,754838
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1720891,SUPPLY AND DELIVERY OF STATIONERIES,11/02/2022,SHAMIR LIGHTHOUSE VENTURES,Kenya,KE,2971.190000,KE-NYERI COUNTY-267382-GO-RFQ,Post,730733
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1720907,SUPPLY AND DELIVERY OF FRIDGE GUARDS,10/13/2022,PLAINSVIEW SOLUTIONS LIMITED,Kenya,KE,257.850000,KE-NYERI COUNTY-267386-GO-RFQ,Post,730837
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Consultant Services,Individual Consultant Selection,Health,1720908,CONSULTANCY SERVICES OF AN INDIVIDUAL CONSULTANT TO SUPPORT DEVELOPMENT OF NATIONAL GUIDELINES ON PSYCHO-SOCIAL SUPPORT FOR CHILDREN SURVIVORS OF SEXUAL VIOLENCE,10/24/2022,INDIVIDUAL CONSULTANT,null,null,12376.240000,KE-MOH-254947-CS-INDV,Post,null
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1720959,SUPPLY AND DELVERY OF LIQUID SOAP,10/17/2022,MURRAD VENTURES,Kenya,KE,9052.020000,KE-NYERI COUNTY-267362-GO-RFQ,Post,730784
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1721017,SUPPLY AND DELIVERY OF NONPHARMS,11/16/2022,SUNCARE MEDICAL AND SURGICAL,Kenya,KE,30212.430000,KE-NYERI COUNTY-267370-GO-RFQ,Post,638577
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Non-consulting Services,Request for Quotations,Health,1721022,SUPPLY AND DELIVERY OF MOH REGISTERS,11/23/2022,NDUNGLEEH GENERAL PRINTERS AND SUPPLIES LIMITED,Kenya,KE,7801.310000,KE-NYERI COUNTY-267335-NC-RFQ,Post,731480
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P163035,"Improved Livelihood Opportunities and Accessibility for underserved urban communities in Meru, Kenya",Goods,Request for Quotations,Public Admin;Transportation,1721146,Supply and Delivery of Gravel,12/19/2022,AYANNEX LIMITED COMPANY,Kenya,KE,152582.080000,KE-CORE-319249-CW-RFQ,Post,712529
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Consultant Services,Direct Selection,Agriculture,1721200,Consultancy services for technical support for implementation of strategic for reserve and warehousing receipt system-Senior Consultant,06/11/2020,JOHANNES ORODI ODHIAMBO,Kenya,KE,10225.350000,KE-MOALF-140372-CS-CDS,Post,725126
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Consultant Services,Direct Selection,Agriculture,1721217,Consultancy Services for technical support for implementation of strategic food reserve and warehousing receipt system,06/11/2020,WANGAI NDIRANGU,Kenya,KE,13283.570000,KE-MOALF-138399-CS-CDS,Post,725104
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1721356,PROCUREMENT OF ASSORTED COVID CONSUMABLES,03/28/2022,BIO-ZEQ KENYA LIMITED,Kenya,KE,47366.130000,KE-MOH-001-GO-RFQ,Post,499241
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Direct Selection,Health,1721366,SUPPLY AND DELIVERY OF ASSORTED LABORATORY REAGENTS AND CONSUMABLES,04/29/2022,AFRICA BIOSYSTEMS LIMITED,Kenya,KE,555264.120000,KE-MOH-240013-GO-DIR,Post,721557
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1721538,SUPPLY AND DELIVERY OF DIGITAL BLOOD BANK THERMOMETERS AND HYGROMETERS,06/27/2022,RICHIN TRADERS,Kenya,KE,28237.790000,KE-MOH-275975-GO-RFQ,Post,728359
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1721619,CONSTRUCTION OF FIVE FARM PONDS AND FENCING OF MUSOKOTO AREA BUKHAYO/WALATSI WARD- NAMBALE SUB-COUNTY FOR SUSTAINABLE VEGETABLES AND FRUITS PRODUCTION,01/24/2022,PALIN ENTERPRISES,Kenya,KE,14839.280000,KE-BUSIA COUNTY-260804-CW-RFQ,Post,718755
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1721621,SUPPLY AND DELIVERY OF CAT FISH BROODERS MALE,01/29/2020,SONFISH FARM,Kenya,KE,3200.990000,KE-BUSIA COUNTY-151057-GO-RFB,Post,494872
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1721631,SUPPLY AND DELIVERY OF GENERATOR POWER BACK-UP FOR WAKHUNGU AQUAPARK,01/29/2020,CAR & GENERAL,Kenya,KE,16873.450000,KE-BUSIA COUNTY-150986-GO-RFQ,Post,520690
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P117635,Kenya Water Security and Climate Resilience Project,Consultant Services,Individual Consultant Selection,Agriculture;Water/Sanit/Waste;Industry & Trade/Ser,1721637,Consultancy services for Contract Management and Procurement Specialist,03/30/2021,INDIVIDUAL CONSULTANT,null,null,247100.000000,KE-MOWI-189077-CS-INDV,Prior,null
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1721645,"SUPPLY AND DELIVERY OF POULTRY FEEDS FOR POULTRY PARK UNITS IN BUNYALA AND TESO SOUTH, POULTRY PARK UNITS SUB-PROJECT",06/20/2022,COMBIC KENYA,Kenya,KE,43298.600000,KE-BUSIA COUNTY-239085-GO-RFQ,Post,666660
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1721650,"FENCING OF POULTRY HATCHERY AT ASIRIAM, CHAKOL SOUTH WARD, TESO SOUTH SUB-COUNTY ? POULTRY PARK SUB-PROJECT",02/22/2021,KAYLATECH GENERAL ENGINEERING,Kenya,KE,9091.240000,KE-BUSIA COUNTY-211068-CW-RFQ,Post,545133
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Works,Request for Quotations,Agriculture,1721652,"CONSTRUCTION OF POULTRY PARK OUTGROWER UNIT ‘B’ AT ODUKIN VILLAGE, AMUKURA EAST WARD-TESO SOUTH SUB-COUNTY-BUSIA COUNTY",03/06/2023,DAVON KENYA,Kenya,KE,27326.190000,KE-BUSIA COUNTY-211059-CW-RFQ,Post,545141
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1721654,SUPPLY AND DELIVERY OF POND CONSTRUCTION AND MAINTENANCE EQUIPMENT FOR THE AQUACULTURE PARKS  IN  THE COUNTYSUB-PROJECT,03/06/2023,MATECHA AGENCIES,Kenya,KE,15533.960000,KE-BUSIA COUNTY-233245-GO-RFQ,Post,718718
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1721656,SUPPLY AND DELIVERY OF ASSORTED LABORATORY EQUIPMENT,05/16/2022,ESCACE COMPANY LIMITED,Kenya,KE,5167.670000,KE-MOH-227391-GO-RFQ,Post,342598
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1721758,PROCUREMENT OF ASSORTED ICT ITEMS,06/24/2022,KIPCOLOS LIMITED,Kenya,KE,11026.330000,KE-MOH-261992-GO-RFQ,Post,724198
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1721774,PROCUREMENT OF 3-IN-1 LASERJET PRINTER B/W,06/22/2022,SHARKPROOF LIMITED,Kenya,KE,1669.440000,KE-MOH-261992-GO-RFQ,Post,724194
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1721834,supply and delivery of Drum Crusher,06/26/2020,GRACE ENTERPRISES,Kenya,KE,13151.710000,KE-MOALF-171888-GO-RFQ,Post,519858
01/02/2026,2020,Eastern and Southern Africa,Kenya,KE,P154784,Kenya Climate Smart Agriculture Project,Goods,Request for Quotations,Agriculture,1721836,supply and delivery of vehicle mounted sprayers,06/25/2020,CRUISER GENERAL SUPPLIES,Kenya,KE,619718.310000,KE-MOALF-171876-GO-RFQ,Post,519845
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P117635,Kenya Water Security and Climate Resilience Project,Consultant Services,Direct Selection,Agriculture;Water/Sanit/Waste;Industry & Trade/Ser,1721928,Consultancy Services for a Chairman of Dispute Board of Construction Works of the Lower Nzoia Project - Lot 1: and Improvement of Flood Mitigation Structures (IFMS) - Lot 2,03/29/2021,DR. DAVID KARIUKI MUIGUA,Kenya,KE,205177.760000,KE-MOWI-192385-CS-CDS,Prior,546180
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1721961,PROCUREMENT OF MAMA PACKS,11/18/2022,SAMWEK,Kenya,KE,7991.800000,KE-VIHIGA COUNTY-269805-GO-RFQ,Post,733563
01/02/2026,2023,Eastern and Southern Africa,Kenya,KE,P152394,Transforming Health Systems for Universal Care,Goods,Request for Quotations,Health,1721977,PROCUREMENT OF ANC REAGENTS UNDER THS,12/02/2022,KONKIE ALLIED LABORATORY AND SURGICAL LIMITED,Kenya,KE,9625.610000,KE-VIHIGA COUNTY-269797-GO-RFQ,Post,733953
